dish_name,alternate_alias,cuisine_name,region,category,sub_category,main_ingredient_category,dietary_type,course,primary_protein,dish_importance_score,spice_level,sweet_score,salt_score,sour_score,bitter_score,umami_score,spicy_score,rich_fat_score,astringency_score,viscosity_score,crunchy_score,chewy_score,aromatic_score,funk_score,rating,ingredients,description,serving_temperature
Taramosalata,,Greek,Pan-Greek,Appetizer,Roe Dip,Fish Dish,Pescatarian,Appetizer,Fish,2.6,Mild,1,4,4,2,6,1,7,1,9,3,3,5,2,,"fish roe, bread or potato, lemon juice, olive oil, garlic, yogurt",Taramosalata is a creamy Greek dip made from fish roe blended with olive oil and a starchy base.,room_temp
Tentura,,Greek,Patras,Drink,Spiced Liqueur,Beverage,Vegan,Drink,,1.8,Low,5,2,1,1,1,1,1,2,1,1,1,5,2,,"cinnamon, cloves, nutmeg, alcohol, sugar, olive oil, garlic, lemon juice, oregano, feta cheese, salt",Tentura is a spiced liqueur from Patras with warm aromatic notes.,room_temp
Tigania,,Greek,Pan-Greek,Main Dish,Pan-Fried Meat,Pork Dish,Non-Veg,Main,Pork,5.7,Mild,1,6,2,1,8,2,7,1,4,5,3,6,2,,"pork, peppers, wine, lemon, herbs, olive oil, garlic, oregano, feta cheese, salt","Tigania is a skillet dish of pork cooked with peppers, citrus, and seasonings.",hot
Tirokafteri,Tyrokafteri,Greek,Pan-Greek,Appetizer,Cheese Dip,Cheese Dish,Veg,Appetizer,Cheese,2.6,Hot,1,5,3,2,6,6,7,1,7,4,2,5,2,,"feta, roasted red peppers, olive oil, chili, vinegar, garlic, lemon juice, yogurt",Tirokafteri is a tangy Greek feta spread with roasted peppers and a mild to spicy kick.,room_temp
Tiropita,,Greek,Pan-Greek,Bread,Cheese Pie,Egg Dish,Veg,Side,Egg,3.5,Low,1,4,1,1,4,1,5,1,3,3,3,4,2,,"phyllo, feta, eggs, butter, olive oil, garlic, lemon juice, oregano, salt",Tiropita is a Greek cheese pie made with crisp phyllo and tangy cheese filling.,room_temp
Tomatokeftedes,,Greek,Santorini,Appetizer,Tomato Fritter,Vegetable Dish,Vegan,Appetizer,Vegetables,2.6,Mild,2,4,3,1,5,2,3,2,3,3,2,6,2,,"tomato, flour, onion, herbs, mint, olive oil, garlic, lemon juice, oregano, feta cheese, salt",Tomatokeftedes are Santorini tomato fritters made with the island's sweet tomatoes.,hot
Trahanas soup,,Greek,Epirus,Soup,Fermented Grain Soup,Cheese Dish,Veg,Soup,Cheese,5.4,Mild,1,6,2,1,7,1,5,1,4,1,1,6,2,,"trahanas, milk or broth, butter, cheese, olive oil, garlic, lemon juice, oregano, salt",Trahanas soup is a hearty Greek soup made from dried fermented grain pasta.,hot
Trigona Panoramatos,,Greek,Thessaloniki,Dessert,Syrup Custard Triangle,Milk Dish,Veg,Dessert,Milk,7.0,Low,8,2,1,1,1,1,8,1,6,3,2,4,2,,"phyllo, custard cream, syrup, butter, olive oil, garlic, lemon juice, oregano, feta cheese, salt","Trigona Panoramatos are crisp syrupy pastry triangles filled with cream, famous around Thessaloniki.",room_temp
Tsigareli,,Greek,Corfu,Main Dish,Spicy Greens Stew,Vegetable Dish,Vegan,Soup,Vegetables,5.7,Hot,1,6,3,2,7,5,6,2,5,2,3,6,1,,"wild greens, chili, tomato, olive oil, onion, garlic, oregano, cinnamon, bay leaf",Tsigareli is a Corfiot dish of braised greens with tomato and chili.,hot
Tsigariasto,,Greek,Crete,Main Dish,Braised Meat,Lamb Dish,Non-Veg,Main,Lamb,5.7,Mild,1,6,1,2,9,1,7,1,5,2,3,6,2,,"lamb or goat, olive oil, wine, herbs, garlic, lemon juice, oregano, feta cheese, salt",Tsigariasto is a Cretan braised meat dish cooked slowly until tender.,hot
Tsikoudia,Raki Crete,Greek,Crete,Drink,Pomace Spirit,Beverage,Vegan,Drink,,1.8,Low,3,2,1,1,1,1,1,1,1,1,1,4,2,,"grape pomace, olive oil, garlic, lemon juice, oregano, feta cheese, salt","Tsikoudia is the Cretan form of pomace spirit, also known locally as raki.",room_temp
Tsipouro,,Greek,Mainland Greece,Drink,Pomace Spirit,Fruit Dish,Vegan,Appetizer,Fruit,1.8,Low,3,2,1,1,1,1,1,1,1,1,1,4,2,,"grape pomace, botanicals, olive oil, garlic, lemon juice, oregano, feta cheese, salt","Tsipouro is a Greek pomace spirit, sometimes anise-flavored and often paired with meze.",room_temp
Tsirichta,,Greek,Pontic,Main Dish,Pontic Pasta,Cheese Dish,Veg,Main,Cheese,6.6,Mild,1,6,2,1,8,1,7,1,4,2,4,5,3,,"handmade pasta, butter, yogurt or cheese, olive oil, garlic, lemon juice, oregano, feta cheese, salt",Tsirichta is a traditional Pontic pasta preparation served simply with dairy and butter.,hot
Tsoureki,,Greek,Pan-Greek,Bread,Bread,Egg Dish,Veg,Side,Egg,4.1,Low,8,2,2,1,1,1,6,1,4,2,3,4,2,,"flour, butter, eggs, sugar, mahleb, mastic, olive oil, garlic, lemon juice, oregano, feta cheese, salt",Tsoureki is an enriched braided sweet bread scented with mahleb and mastic.,hot
Tzatziki,,Greek,Pan-Greek,Appetizer,Yogurt Dip,Yogurt Dish,Veg,Appetizer,Yogurt,7.4,Mild,1,4,4,2,4,1,6,1,7,4,2,6,3,,"strained yogurt, cucumber, garlic, olive oil, dill, lemon juice","Tzatziki is a cooling yogurt and cucumber dip flavored with garlic, olive oil, and herbs.",cold
Vasilopita,,Greek,Pan-Greek,Dessert,New Year's Cake,Egg Dish,Veg,Dessert,Egg,4.1,Low,8,2,2,1,1,1,5,1,4,2,3,4,2,,"flour, butter, eggs, sugar, citrus, olive oil, garlic, lemon juice, oregano, feta cheese, salt","Vasilopita is the Greek New Year's cake, usually containing a hidden coin.",room_temp
Vyzanti,,Greek,Karpathos,Main Dish,Stuffed Lamb,Lamb Dish,Non-Veg,Main,Lamb,5.7,Mild,1,6,1,1,8,1,6,1,4,2,3,5,4,,"lamb, rice, offal, spices, olive oil, garlic, lemon juice, oregano, feta cheese, salt",Vyzanti is a Karpathian baked lamb specialty with a festive stuffing.,hot
Xerotigana,,Greek,Crete,Dessert,Crisp Fried Pastry,Wheat Dish,Vegan,Dessert,Wheat,4.1,Low,8,2,1,1,1,1,6,1,4,6,2,5,2,,"thin dough, honey, sesame, cinnamon, olive oil, garlic, lemon juice, oregano, feta cheese, salt",Xerotigana are Cretan fried pastry spirals drizzled with honey.,hot
Xinotyro,,Greek,Santorini,Appetizer,Sour Cheese,Cheese Dish,Non-Veg,Appetizer,Cheese,2.6,Mild,1,5,4,1,6,1,5,1,3,2,2,5,2,,"goat or sheep milk, salt, olive oil, garlic, lemon juice, oregano, feta cheese",Xinotyro is a sour local cheese associated with Santorini and nearby islands.,room_temp
Youvarlakia,,Greek,Pan-Greek,Soup,Meatball Soup,Beef Dish,Non-Veg,Soup,Mixed,2.8,Mild,1,6,4,1,8,1,4,1,4,1,1,6,2,,"meatballs, rice, broth, egg, lemon, olive oil, garlic, oregano, feta cheese, salt",Youvarlakia is a comforting Greek soup of meatballs and rice finished with avgolemono.,hot
Almás Pite,Hungarian Apple Pie,Hungarian,Hungary,Dessert,Pie,Fruit Dish,Veg,Dessert,Fruit,3.8,Low,9,3,1,1,1,1,5,2,5,3,2,6,1,,"pastry dough, apples, cinnamon, sugar, onion, paprika, garlic, caraway seeds, sour cream, lard, salt",Almás pite is a Hungarian-style apple pie or apple slice with spiced grated apples between pastry layers.,room_temp
Aludttejes Lepény,Sour Milk Cake,Hungarian,Hungary,Dessert,Baked Cake,Egg Dish,Veg,Dessert,Egg,3.8,Low,8,3,3,1,1,1,6,1,5,3,2,5,1,,"sour milk, flour, eggs, sugar, butter, onion, paprika, garlic, caraway seeds, sour cream, lard, salt",Aludttejes lepény is a rustic home-baked cake made with cultured milk or sour milk.,room_temp
Aranygaluska,Golden Dumplings,Hungarian,Hungary,Dessert,Pull-Apart Pastry,Milk Dish,Veg,Dessert,Milk,3.8,Low,9,3,1,2,1,1,8,2,6,4,2,5,1,,"yeast dough, butter, walnuts, sugar, vanilla custard, onion, paprika, garlic, caraway seeds, sour cream, lard, salt","Aranygaluska is a baked pull-apart pastry of buttered dough balls rolled in walnuts and sugar, often served with custard.",room_temp
Babapiskóta,Ladyfingers,Hungarian,Hungary,Dessert,Sponge Biscuit,Egg Dish,Veg,Dessert,Egg,3.8,Low,8,3,1,1,1,1,5,1,5,3,2,5,1,,"eggs, sugar, flour, onion, paprika, garlic, caraway seeds, sour cream, lard, salt","Babapiskóta are dry sponge biscuits similar to ladyfingers, used in desserts or enjoyed on their own.",room_temp
Bableves,Bean Soup,Hungarian,Hungary,Soup,Bean Soup,Pork Dish,Non-Veg,Soup,Pork,2.5,Mild,1,6,2,2,8,2,4,2,4,1,1,7,3,,"beans, onion, paprika, carrots, sausage or smoked meat, garlic, caraway seeds, potato, egg noodles",Bableves is a general Hungarian bean soup that may be made plain or with sausage or smoked meat.,hot
Bajai Halászlé,Baja Fisherman's Soup||Bajai Fish Soup,Hungarian,Baja,Soup,Fish Soup,Fish Dish,Pescatarian,Soup,Fish,7.0,Medium,1,6,3,1,8,5,3,1,4,1,2,7,1,,"carp, onion, paprika, fish stock, hot pepper, gyufatészta, garlic, caraway seeds, potato, egg noodles","Bajai halászlé is the Baja-style fish soup, usually made with carp and often served with fine matchstick pasta.",hot
Bakonyi Sertésszelet,Bakony Pork Medallions,Hungarian,Bakony,Main Dish,Braised Pork,Pork Dish,Non-Veg,Main,Pork,5.6,Mild,1,6,3,1,9,2,8,1,8,2,3,7,1,,"pork, mushrooms, onion, paprika, sour cream, garlic, caraway seeds, lard, salt","Bakonyi sertésszelet is a pork dish from the Bakony area, typically featuring mushrooms and paprika in a creamy sauce.",hot
Barátfüle,Filled Fried Pastry,Hungarian,Hungary,Snack,Filled Dumpling,Fruit Dish,Veg,Snack,Fruit,3.8,Low,10,3,1,1,1,1,5,1,5,3,3,5,1,,"dough, plum jam or poppy seed filling, sugar, onion, paprika, garlic, caraway seeds, sour cream, lard, salt","Barátfüle is a filled pastry or dumpling, often sweetened and served as a homestyle dessert.",hot
Bejgli,Poppy Seed Roll||Walnut Roll,Hungarian,Hungary,Dessert,Sweet Roll,Nut Dish,Veg,Dessert,Nuts,3.8,Low,9,3,1,2,1,1,7,2,6,3,2,5,1,,"yeast dough, poppy seed or walnut filling, sugar, butter, flour, eggs",Bejgli is a festive rolled pastry filled most commonly with poppy seed or walnut paste.,room_temp
Birsalmasajt,Quince Cheese,Hungarian,Hungary,Dessert,Fruit Jelly,Fruit Dish,Veg,Dessert,Fruit,3.8,Low,9,3,3,1,1,1,5,1,6,3,2,5,1,,"quince, sugar, lemon, onion, paprika, garlic, caraway seeds, sour cream, lard, salt",Birsalmasajt is a firm quince jelly confection sliced like candy or fruit paste.,room_temp
Bográcsgulyás,Kettle Goulash,Hungarian,Alföld,Main Dish,Kettle Stew,Beef Dish,Non-Veg,Soup,Beef,7.4,Medium,1,6,2,1,9,4,6,2,6,3,3,7,1,,"beef, onion, paprika, potatoes, carrots, peppers, garlic, caraway seeds, tomato, sour cream, lard",Bográcsgulyás is the open-fire kettle version of gulyás associated with the Great Plain.,hot
Borleves,Wine Soup,Hungarian,Hungary,Soup,Wine Soup,Egg Dish,Veg,Soup,Egg,5.3,Mild,4,5,3,3,6,1,4,1,5,1,1,7,1,,"white wine, egg yolk, sugar, cinnamon, lemon zest, cream, onion, paprika, garlic, caraway seeds, potato, egg noodles","Borleves is a traditional Hungarian wine soup, lightly sweet and aromatic, usually made with white wine, egg yolk, cream, and warm spices.",hot
Borzas Kata,Spiky Cake Slice,Hungarian,Hungary,Dessert,Cake Slice,Wheat Dish,Veg,Dessert,Wheat,5.8,Low,10,3,1,4,1,1,5,1,5,3,2,5,1,,"cake base, jam or chocolate filling, sugar topping, onion, paprika, garlic, caraway seeds, sour cream, lard, salt","Borzas Kata is a traditional Hungarian cake or pastry name used for sweets with a textured, spiky top.",room_temp
Brassói Aprópecsenye,Brassó Roast,Hungarian,Budapest,Main Dish,Pork Fry,Pork Dish,Non-Veg,Main,Pork,6.8,Medium,1,6,2,1,9,3,8,1,5,6,3,7,3,,"pork, potatoes, garlic, onion, bacon, pepper, paprika, caraway seeds, sour cream, lard, salt",Brassói aprópecsenye is a popular dish of diced pork and potatoes pan-fried with garlic and seasoning.,hot
Bundás Kenyér,Savory French Toast,Hungarian,Hungary,Bread,Fried Bread,Egg Dish,Veg,Side,Egg,6.4,Low,1,4,1,1,3,1,6,1,3,6,3,4,1,,"bread, eggs, milk, salt, oil, onion, paprika, garlic, caraway seeds, sour cream, lard",Bundás kenyér is savory egg-fried bread often eaten for breakfast or as a quick snack.,hot
Bécsi Szelet,Viennese Cutlet,Hungarian,Budapest,Main Dish,Cutlet,Pork Dish,Non-Veg,Main,Pork,5.6,Mild,1,6,1,1,8,1,9,1,4,8,4,6,1,,"pork or veal cutlet, flour, egg, breadcrumbs, oil, onion, paprika, garlic, caraway seeds, sour cream, lard, salt","Bécsi szelet is the Hungarian-style schnitzel, a breaded cutlet fried until crisp and golden.",hot
Christmas Carp,Karácsonyi Ponty,Hungarian,Central Europe,Main Dish,Fish Dish,Fish Dish,Pescatarian,Main,Fish,5.6,Mild,1,6,2,1,8,2,6,1,4,2,3,6,1,,"carp, flour, oil, paprika, breadcrumbs or broth, onion, garlic, caraway seeds, sour cream, lard, salt",Christmas carp is a festive fish preparation associated with Christmas Eve in Hungary and neighboring countries.,hot
Cigánypecsenye,Gypsy Roast,Hungarian,Hungary,Main Dish,Roast Pork,Pork Dish,Non-Veg,Main,Pork,5.6,Medium,1,7,2,2,9,3,8,1,4,8,3,7,3,,"pork cutlet, garlic, paprika, bacon, salt, pepper, onion, caraway seeds, sour cream, lard",Cigánypecsenye is a garlicky fried or roasted pork cutlet usually topped with a strip of crisp bacon.,hot
Csabai Kolbász,Csaba Sausage,Hungarian,Békéscsaba,Main Dish,Sausage,Pork Dish,Non-Veg,Main,Pork,7.5,Mild,1,6,2,1,9,3,6,1,4,4,3,7,3,,"pork, paprika, garlic, caraway, salt, onion, sour cream, lard","Csabai kolbász is a paprika-rich sausage from Békéscsaba, known for its bold flavor and protected regional identity.",hot
Csiga,Snail Pastry,Hungarian,Hungary,Dessert,Sweet Pastry,Nut Dish,Veg,Dessert,Nuts,3.8,Low,9,3,1,2,1,1,5,3,5,3,2,5,1,,"yeast dough, walnut or poppy seed or vanilla filling, sugar, flour, eggs, butter","Csiga refers to rolled snail-shaped pastries with fillings such as walnut, poppy seed, or vanilla.",room_temp
Csirkemáj Pörkölt,Chicken Liver Stew,Hungarian,Hungary,Main Dish,Offal Stew,Chicken Dish,Non-Veg,Soup,Chicken,5.6,Medium,1,6,2,1,9,4,5,2,6,2,3,7,3,,"chicken liver, onion, paprika, garlic, peppers, caraway seeds, tomato, sour cream, lard",Csirkemáj pörkölt is a quick-cooking liver stew that uses the paprika-onion base central to Hungarian cooking.,hot
Csirkepaprikás,Chicken Paprikash||Paprikás Csirke,Hungarian,Hungary,Main Dish,Paprikash,Chicken Dish,Non-Veg,Soup,Chicken,7.3,Mild,1,6,3,1,9,3,8,1,8,2,3,7,1,,"chicken, onion, paprika, sour cream, flour, lard, garlic, caraway seeds, salt","Csirkepaprikás is a classic Hungarian chicken stew built on onions and sweet paprika, finished with sour cream for a rich, silky sauce.",hot
Csokoládészalámi,Chocolate Salami,Hungarian,Hungary,Dessert,Confection,Dessert,Non-Veg,Dessert,Chocolate,3.8,Low,9,3,1,4,1,1,8,1,5,4,2,5,1,,"chocolate, biscuits, nuts, dried fruit, butter, onion, paprika, garlic, caraway seeds, sour cream, lard, salt","Csokoládészalámi is a no-bake chocolate confection studded with biscuits and nuts, sliced like salami.",room_temp
Csontleves,Bone Broth Soup,Hungarian,Hungary,Soup,Broth Soup,Beef Dish,Non-Veg,Soup,Beef,2.5,Mild,1,6,2,2,10,2,4,1,4,1,2,6,1,,"beef or pork bones, carrots, parsley root, celery, noodles, peppercorns, onion, paprika, garlic, caraway seeds, potato","Csontleves is a clear bone broth soup, commonly served with vegetables and noodles as a comforting everyday starter.",hot
Császármorzsa,Kaiserschmarrn,Hungarian,Hungary,Dessert,Shredded Pancake,Egg Dish,Veg,Dessert,Egg,3.8,Low,9,3,1,1,1,1,6,1,5,3,2,5,1,,"eggs, flour, milk, sugar, butter, jam, onion, paprika, garlic, caraway seeds, sour cream, lard",Császármorzsa is a sweet shredded pancake dusted with sugar and often served with jam.,hot
Csíramálé,Sweet Germ Cake,Hungarian,Eastern Hungary,Dessert,Baked Pudding,Wheat Dish,Veg,Dessert,Wheat,5.8,Low,9,3,1,1,1,1,5,1,6,3,2,5,1,,"sprouted wheat, flour, sugar, water, onion, paprika, garlic, caraway seeds, sour cream, lard, salt","Csíramálé is a traditional eastern Hungarian sweet made from sprouted wheat, with a pudding-like baked texture.",room_temp
Csöröge Fánk,Angel Wings||Forgácsfánk,Hungarian,Hungary,Dessert,Fried Pastry,Egg Dish,Veg,Dessert,Egg,3.8,Low,8,3,1,1,1,1,9,1,5,6,2,5,1,,"flour, eggs, sugar, butter, oil, powdered sugar, onion, paprika, garlic, caraway seeds, sour cream, lard",Csöröge fánk is a light twisted fried pastry dusted with powdered sugar.,hot
Csúsztatott Palacsinta,Layered Crêpes,Hungarian,Hungary,Dessert,Pancake Cake,Cheese Dish,Veg,Dessert,Cheese,6.5,Low,9,4,2,2,3,1,8,2,5,3,2,5,2,,"crêpes, cottage cheese, raisins, jam, walnuts, onion, paprika, garlic, caraway seeds, sour cream, lard, salt",Csúsztatott palacsinta is a layered crêpe dish filled with sweet dairy and nutty elements.,hot
Csülkös Bableves,Bean Soup with Pork Knuckle,Hungarian,Hungary,Soup,Bean Soup,Pork Dish,Non-Veg,Soup,Pork,2.5,Mild,1,6,2,1,8,2,5,2,4,1,1,7,1,,"beans, pork knuckle, onion, paprika, garlic, carrots, caraway seeds, potato, egg noodles",Csülkös bableves is a substantial bean soup enriched with smoked or cooked pork knuckle.,hot
Csülök Pékné Módra,Baker's Pork Knuckle,Hungarian,Hungary,Main Dish,Roast Pork,Pork Dish,Non-Veg,Main,Pork,5.6,Mild,1,6,2,2,9,2,6,1,5,4,3,7,1,,"pork knuckle, potatoes, onions, garlic, paprika, caraway seeds, sour cream, lard, salt","Csülök pékné módra is roasted pork knuckle served with potatoes and onions, a robust tavern-style dish.",hot
Csülökpörkölt,Pork Knuckle Stew,Hungarian,Hungary,Main Dish,Stew,Pork Dish,Non-Veg,Soup,Pork,5.6,Medium,1,6,2,1,9,4,7,2,6,2,3,7,1,,"pork knuckle, onion, paprika, garlic, peppers, caraway seeds, tomato, sour cream, lard","Csülökpörkölt is a paprika-rich stew made from pork knuckle, prized for its deep meaty flavor.",hot
Debreceni Kolbász,Debreciner||Debreceni Páros,Hungarian,Debrecen,Main Dish,Sausage,Pork Dish,Non-Veg,Main,Pork,5.6,Hot,1,6,2,1,9,6,7,1,5,3,3,7,3,,"pork, paprika, garlic, pepper, lard, onion, caraway seeds, sour cream, salt",Debreceni kolbász is a spicy smoked or parboiled sausage associated with Debrecen and often served grilled or stewed.,hot
Derelye,Sweet Ravioli,Hungarian,Hungary,Dessert,Filled Dumplings,Cheese Dish,Veg,Dessert,Cheese,3.8,Low,9,4,1,1,1,1,8,1,5,3,4,5,2,,"dough, plum or cottage cheese filling, breadcrumbs, butter, onion, paprika, garlic, caraway seeds, sour cream, lard, salt",Derelye are filled dumplings that can be made sweet with plum or cottage cheese.,hot
Disznósajt,Head Cheese,Hungarian,Hungary,Appetizer,Cold Cut,Pork Dish,Non-Veg,Appetizer,Pork,2.3,Medium,1,5,2,1,8,3,5,1,3,4,2,6,1,,"pork head meat, skin, garlic, pepper, paprika, onion, caraway seeds, sour cream, lard, salt","Disznósajt is a pressed head cheese made from pork cuts, sliced and eaten cold.",hot
Diós Bejgli,Walnut Roll,Hungarian,Hungary,Dessert,Sweet Roll,Nut Dish,Veg,Dessert,Nuts,3.8,Low,9,3,1,2,1,1,7,2,5,3,2,5,1,,"yeast dough, walnut filling, sugar, butter, flour, eggs, poppy seed",Diós bejgli is the walnut-filled version of festive bejgli.,room_temp
Diós Tészta,Walnut Noodles,Hungarian,Hungary,Dessert,Sweet Pasta,Nut Dish,Veg,Dessert,Nuts,3.8,Low,9,3,1,2,1,1,7,2,5,4,4,5,1,,"egg noodles, ground walnuts, sugar, butter, jam, flour, eggs, poppy seed",Diós tészta is a sweet noodle dish tossed with ground walnuts and sugar.,hot
Dobostorta,Dobos Torte||Dobos Cake,Hungarian,Budapest,Dessert,Layered Cake,Nut Dish,Veg,Dessert,Nuts,7.0,Low,9,3,1,4,1,1,9,1,6,4,2,5,1,,"sponge cake, chocolate buttercream, caramel, nuts, onion, paprika, garlic, caraway seeds, sour cream, lard, salt","Dobostorta is a famous Budapest cake with many sponge layers, chocolate buttercream, and a glossy caramel top.",room_temp
Eszterházy Torta,Esterházy Torte,Hungarian,Hungary,Dessert,Layered Cake,Nut Dish,Veg,Dessert,Nuts,3.8,Low,7,3,1,2,1,1,9,2,6,4,2,5,1,,"walnuts or almonds, buttercream, sponge layers, fondant, onion, paprika, garlic, caraway seeds, sour cream, lard, salt",Eszterházy torta is a refined Hungarian cake built from nut-rich layers and decorated icing.,room_temp
Fasírozott,Fasírt||Hungarian Meatballs,Hungarian,Hungary,Main Dish,Meatballs,Beef Dish,Non-Veg,Main,Beef,5.6,Mild,1,6,2,1,9,2,8,1,5,6,4,7,1,,"ground pork or beef, onion, garlic, breadcrumbs, egg, paprika, caraway seeds, sour cream, lard, salt",Fasírozott is a Hungarian pan-fried meatball or meat patty seasoned simply and often served with stews or potatoes.,hot
Fekete Erdő Torta,Black Forest Cake,Hungarian,Hungary,Dessert,Layered Cake,Milk Dish,Veg,Dessert,Milk,3.8,Low,9,3,1,4,1,1,7,1,6,3,2,5,1,,"chocolate sponge, cream, cherries, chocolate shavings, onion, paprika, garlic, caraway seeds, lard, salt","Fekete erdő torta is the Hungarian-adopted Black Forest cake with chocolate, cream, and cherries.",room_temp
Flódni,Jewish-Hungarian Layer Cake,Hungarian,Budapest,Dessert,Layered Pastry,Nut Dish,Veg,Dessert,Nuts,3.8,Low,9,3,1,2,1,1,6,3,5,5,2,5,1,,"pastry dough, poppy seeds, walnuts, apple, plum jam, onion, paprika, garlic, caraway seeds, sour cream, lard, salt","Flódni is a Jewish-Hungarian layered cake with walnut, poppy seed, apple, and plum jam fillings.",room_temp
Fánk,Hungarian Doughnut,Hungarian,Hungary,Dessert,Fried Pastry,Egg Dish,Veg,Dessert,Egg,3.8,Low,9,3,1,1,1,1,7,1,5,6,2,5,1,,"flour, yeast, eggs, milk, sugar, jam, onion, paprika, garlic, caraway seeds, sour cream, lard","Fánk is a soft Hungarian doughnut, often served with jam.",hot
Főzelék,Vegetable Pottage,Hungarian,Hungary,Side Dish,Vegetable Stew,Vegetable Dish,Veg,Soup,Vegetables,1.8,Low,1,3,3,1,4,1,5,2,6,2,2,5,1,,"seasonal vegetables, flour or roux, sour cream, dill or herbs, onion, paprika, garlic, caraway seeds, tomato, lard","Főzelék is a thick Hungarian vegetable stew or pottage made from one main vegetable such as peas, squash, lentils, spinach, or sorrel.",hot
Galuska,Nokedli,Hungarian,Hungary,Side Dish,Dumplings,Egg Dish,Veg,Side,Egg,1.8,Low,1,4,1,1,3,1,4,1,4,3,3,4,1,,"flour, eggs, water, salt, onion, paprika, garlic, caraway seeds, sour cream, lard","Galuska, often called nokedli, are small boiled dumplings served alongside stews and paprikash dishes.",hot
Gesztenyepüré,Chestnut Puree,Hungarian,Hungary,Dessert,Cream Dessert,Nut Dish,Veg,Dessert,Nuts,3.8,Low,9,3,1,1,1,1,8,2,7,4,3,5,1,,"sweet chestnuts, sugar, rum, whipped cream, onion, paprika, garlic, caraway seeds, sour cream, lard, salt",Gesztenyepüré is sweet chestnut purée piped into noodles and topped with whipped cream.,room_temp
