dish_name,alternate_alias,cuisine_name,region,category,sub_category,main_ingredient_category,dietary_type,course,primary_protein,dish_importance_score,spice_level,sweet_score,salt_score,sour_score,bitter_score,umami_score,spicy_score,rich_fat_score,astringency_score,viscosity_score,crunchy_score,chewy_score,aromatic_score,funk_score,rating,ingredients,description
Crystal Pork Trotters,Shuǐjīng Yáoròu,Chinese,Jiangsu,Main Dish,Cold Meat Jelly,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,7,1,1,9,2,7,1,5,2,3,6,3,,"pork trotters, stock, rice wine, ginger, soy sauce, garlic, scallions, sesame oil, vegetable oil",Crystal pork is a chilled Jiangsu specialty made by setting gelatin-rich pork in aspic-like form.
Dan Dan Noodles,Dàndàn Miàn,Chinese,Sichuan,Main Dish,Noodle Dish,Pork Dish,Non-Veg,Main,Pork,7.2,Very Hot,1,6,1,1,9,9,5,1,6,1,4,7,4,,"wheat noodles, minced pork, chili oil, Sichuan pepper, preserved vegetables, soy sauce, sesame oil, garlic, scallions",Dan dan noodles are spicy Sichuan noodles topped with chili-oil pork and preserved mustard greens.
Dezhou Braised Chicken,Dezhōu Pájī,Chinese,Shandong,Main Dish,Braised Poultry,Chicken Dish,Non-Veg,Main,Chicken,6.5,Mild,1,7,1,1,9,2,5,2,4,2,3,6,3,,"chicken, soy sauce, spices, cassia bark, star anise, ginger, garlic, scallions, sesame oil, vegetable oil","Dezhou braised chicken is a famous Shandong specialty slowly cooked until aromatic, tender, and richly seasoned."
Dim Sum,Dianxin||Yum Cha Small Plates,Chinese,Cantonese,Snack,Small Plates,Mixed Dish,Pescatarian,Snack,Seafood,6.9,Mild,1,5,1,3,6,1,5,3,3,4,3,4,3,,"varied doughs, meats, seafood, vegetables, tea, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil","Dim sum is the Cantonese tradition of small steamed, fried, or baked dishes served with tea, encompassing dumplings, buns, rolls, cakes, and desserts."
Dong'an Chicken,Dōng'ān Jī,Chinese,Hunan,Main Dish,Braised Poultry,Chicken Dish,Non-Veg,Main,Chicken,5.3,Hot,1,6,4,1,8,6,4,1,4,2,3,7,2,,"chicken, vinegar, chili, ginger, scallion, soy sauce, garlic, sesame oil, vegetable oil",Dong'an chicken is a historic Hunan dish combining chicken with a distinctive sour-spicy seasoning.
Dongpo Pork,Dōngpō Ròu,Chinese,Zhejiang,Main Dish,Braised Pork,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,2,7,1,1,9,2,7,1,5,2,3,6,3,,"pork belly, Shaoxing wine, soy sauce, sugar, ginger, garlic, scallions, sesame oil, vegetable oil","Dongpo pork is a Hangzhou-style braised pork belly dish known for its cube shape, glossy sauce, and melting texture."
Donkey Burger,Donkey Meat Sandwich||Lǘròu Huǒshāo,Chinese,Hebei,Main Dish,Sandwich,Beef Dish,Non-Veg,Main,Mixed,5.3,Medium,1,6,1,2,8,4,5,1,2,3,4,5,3,,"donkey meat, baked flatbread, spices, green pepper, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil","Donkey burger is a northern Chinese sandwich, especially linked with Hebei, featuring chopped braised donkey meat stuffed into a flaky baked bread."
Double-Skin Milk,Shuāngpí Nǎi,Chinese,Cantonese,Dessert,Milk Pudding,Milk Dish,Veg,Dessert,Milk,5.9,Low,9,1,1,1,1,1,7,1,8,1,1,3,3,,"milk, egg white, sugar, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Double-skin milk is a silky Cantonese milk pudding famous for its delicate twin skins formed during steaming.
Drunken Crab,Zuì Xiè,Chinese,Jiangsu,Appetizer,Marinated Seafood,Crab Dish,Pescatarian,Appetizer,Crab,5.7,Mild,1,5,1,1,6,2,3,1,3,2,2,4,3,,"freshwater crab, Shaoxing wine, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Shaoxing-style drunken crab uses the region's famous rice wine for marination.
Drunken Shrimp,Zuì Xiā,Chinese,Shanghai,Appetizer,Marinated Seafood,Shrimp Dish,Pescatarian,Appetizer,Shrimp,2.6,Mild,1,5,1,1,7,2,3,1,3,2,2,5,3,,"fresh shrimp, rice wine, ginger, soy sauce, garlic, scallions, sesame oil, vegetable oil",Drunken shrimp is a wine-marinated Jiangnan seafood preparation associated with eastern Chinese banquet culture.
Dry-Fried Green Beans,Gānbiān Sìjìdòu,Chinese,Sichuan,Side Dish,Vegetable Stir-Fry,Bean Dish,Vegan,Side,Beans,2.1,Very Hot,1,4,1,2,3,9,5,2,2,8,1,4,3,,"green beans, dried chili, garlic, Sichuan peppercorn, vegetable oil, ginger, soy sauce, shaoxing wine, cornstarch, scallions","Dry-fried green beans are blistered in the wok until wrinkled, then stir-fried with chilies and aromatics in the Sichuan style."
Duck Blood and Vermicelli Soup,Yāxuè Fěnsītāng,Chinese,Jiangsu,Soup,Noodle Soup,Duck Dish,Non-Veg,Soup,Duck,2.8,Mild,1,7,1,1,9,2,4,1,4,2,3,5,4,,"duck blood, vermicelli, duck offal, broth, cilantro, noodles, soy sauce, scallions, ginger, star anise","This Nanjing specialty combines duck blood curd, vermicelli, and duck parts in a warming savory broth."
Egg Tart,Dan Tat,Chinese,Hong Kong Cantonese,Dessert,Pastry,Egg Dish,Veg,Dessert,Egg,6.4,Low,9,1,1,1,1,1,6,1,7,1,1,3,3,,"shortcrust pastry, eggs, milk, sugar, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Egg tarts are Cantonese custard pastries especially iconic in Hong Kong tea cafés and dim sum restaurants.
Eight Treasure Duck,Bābǎo Yā,Chinese,Shanghai,Main Dish,Stuffed Duck,Duck Dish,Non-Veg,Main,Duck,5.3,Mild,1,6,1,1,9,2,7,3,4,2,4,5,3,,"duck, glutinous rice, chestnuts, mushrooms, shrimp, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Eight treasure duck is a festive Jiangnan banquet dish in which duck is stuffed with a rich filling and slowly cooked.
Eight Treasure Rice,Bābǎofàn,Chinese,Shanghai,Dessert,Sweet Rice,Bean Dish,Vegan,Dessert,Beans,3.8,Low,9,1,1,1,1,1,5,2,4,2,3,4,2,,"glutinous rice, red bean paste, nuts, dried fruit, sugar",Eight treasure rice is a celebratory sweet glutinous rice pudding studded with nuts and candied fruits.
Erduoyan Fried Cake,Ěrduoyǎn Zhágāo,Chinese,Tianjin,Dessert,Fried Pastry,Bean Dish,Vegan,Dessert,Beans,5.9,Low,9,1,1,1,1,1,7,2,2,8,3,4,3,,"glutinous rice flour, red bean paste, sugar, oil, soy sauce, ginger, garlic, scallions",Erduoyan fried cake is a classic Tianjin sweet made from glutinous rice dough stuffed with sweet bean paste and deep-fried until crisp.
Fa Gao,Prosperity Cake||Fāgāo,Chinese,Cantonese,Dessert,Steamed Cake,Rice Dish,Vegan,Dessert,Rice,3.8,Low,8,1,1,1,1,1,4,1,4,1,1,4,3,,"rice flour, sugar, yeast, water, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil","Fa gao is a light steamed cake whose split top symbolizes prosperity, often served for celebrations and temple offerings."
Fermented Glutinous Rice Soup,Jiǔniàng Tāngyuán,Chinese,Zhejiang,Main Dish,Sweet Soup,Rice Dish,Vegan,Soup,Rice,3.8,Low,9,1,2,1,1,1,4,1,4,2,3,4,5,,"fermented rice, rice balls, osmanthus, sugar, broth, ginger, scallions, soy sauce, sesame oil, white pepper",This Jiangnan dessert pairs tiny tangyuan with sweet fermented rice and floral syrup.
Fish-Fragrant Shredded Pork,Yúxiāng Ròusī,Chinese,Sichuan,Main Dish,Stir-Fry,Pork Dish,Non-Veg,Main,Pork,5.3,Hot,2,6,4,2,9,7,5,2,5,2,3,6,3,,"pork, wood ear mushroom, bamboo shoots, chili bean paste, garlic, vegetable oil, ginger, soy sauce, shaoxing wine, cornstarch, scallions",Fish-fragrant shredded pork is a Sichuan dish seasoned in the sweet-sour-spicy 'yu xiang' style rather than with actual fish.
Fried Oyster Pancake,Hai Li Jian,Chinese,Fujian,Snack,Seafood Fritter,Oysters Dish,Pescatarian,Snack,Oysters,3.7,Mild,1,4,1,1,6,3,6,1,2,8,2,5,3,,"oysters, batter, scallion, oil, soy sauce, ginger, garlic",Oyster cakes and fritters are coastal Fujian snacks using small oysters in crisp batter.
Fujian Fried Rice,Fújiàn Chǎofàn,Chinese,Fujian,Main Dish,Fried Rice,Chicken Dish,Non-Veg,Main,Chicken,7.0,Mild,1,6,1,1,9,2,7,1,5,5,3,5,3,,"rice, seafood, chicken, vegetables, gravy, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Fujian fried rice is a banquet-style rice dish often topped with a rich savory sauce of seafood and meats.
Fuqi Feipian,Husband and Wife Lung Slices,Chinese,Sichuan,Appetizer,Cold Offal Dish,Beef Dish,Non-Veg,Appetizer,Beef,2.6,Very Hot,1,4,1,1,6,10,5,2,3,3,2,4,4,,"beef, tripe, chili oil, sesame, peanuts, Sichuan pepper, soy sauce, ginger, garlic, scallions, vegetable oil","Fuqi feipian is a Sichuan cold sliced beef and tripe dish dressed in a spicy, numbing, aromatic red sauce."
Fuzhou Fish Balls,Fúzhōu Yúwán,Chinese,Fujian,Snack,Fish Ball,Fish Dish,Non-Veg,Soup,Fish,2.8,Medium,1,6,1,1,8,3,4,1,3,4,3,5,3,,"fish paste, pork filling, broth, white pepper, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil","Fuzhou fish balls are bouncy fish paste dumplings, often with minced pork inside, served in clear soup."
Ginger Duck,Jiang Mu Ya,Chinese,Fujian,Main Dish,Braised Poultry,Duck Dish,Non-Veg,Main,Duck,5.3,Mild,1,6,1,1,9,2,6,1,4,2,3,7,3,,"duck, ginger, sesame oil, rice wine, soy sauce, garlic, scallions, vegetable oil",Ginger duck from Fujian and Taiwan traditions braises duck with abundant ginger and sesame oil.
Goubuli Baozi,Goubuli Steamed Buns||Dog-Ignoring Buns,Chinese,Tianjin,Snack,Steamed Bun,Pork Dish,Non-Veg,Snack,Pork,6.6,Mild,1,5,1,1,7,2,4,1,2,2,3,4,3,,"wheat dough, pork, ginger, scallion, soy sauce, garlic, sesame oil, vegetable oil","Goubuli baozi are famous Tianjin steamed buns filled with seasoned meat, prized for their pleated appearance and juicy interior."
Guotie,Potstickers||Guōtiē,Chinese,Northern Chinese,Snack,Pan-Fried Dumpling,Pork Dish,Non-Veg,Snack,Pork,2.6,Mild,1,5,1,2,7,2,7,1,2,8,3,4,3,,"dumpling wrappers, pork, cabbage, chive, sesame oil, flour wrapper, ginger, scallions, soy sauce","Guotie are pan-fried dumplings with crisp bottoms and juicy fillings, commonly served as a northern Chinese snack or meal."
Hairy Crab,Dàzháxiè,Chinese,Shanghai,Main Dish,Seafood Dish,Crab Dish,Non-Veg,Main,Crab,5.3,Mild,1,6,1,1,9,2,6,1,4,2,3,7,2,,"freshwater crab, ginger, black vinegar, soy sauce, garlic, scallions, sesame oil, vegetable oil","Hairy crab from the Jiangnan region is prized in autumn for rich roe and sweet meat, usually steamed simply."
Hakka Stuffed Tofu,Yong Tau Foo||Niàng Dòufu,Chinese,Hakka,Main Dish,Stuffed Tofu,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,6,1,1,9,2,6,1,5,2,3,5,3,,"firm tofu, pork paste, mushroom, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Hakka stuffed tofu fills tofu squares with seasoned meat paste and braises or steams them in savory sauce.
Hao Guo,Hao Kuih,Chinese,Chaozhou,Snack,Rice Cake,Shrimp Dish,Pescatarian,Snack,Shrimp,5.5,Mild,1,4,1,2,6,3,5,1,2,5,2,4,5,,"rice flour, horseshoe crab or filling, radish, dried shrimp, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Hao guo is a Chaozhou rice cake specialty traditionally associated with savory seafood or turnip fillings.
Har Gow,Shrimp Dumplings||Xiā Jiǎo,Chinese,Cantonese,Snack,Dim Sum Dumpling,Shrimp Dish,Pescatarian,Snack,Shrimp,6.3,Mild,1,4,1,1,6,1,4,1,2,4,3,4,3,,"wheat starch wrappers, shrimp, bamboo shoots, sesame oil, flour wrapper, pork, ginger, scallions, soy sauce","Har gow are translucent Cantonese shrimp dumplings, a classic dim sum staple known for their delicate wrappers."
Hong Shao Rou,Red-Braised Pork Belly,Chinese,Shanghai,Main Dish,Braised Pork,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,2,7,1,1,9,2,7,1,5,2,3,6,3,,"pork belly, soy sauce, sugar, rice wine, ginger, garlic, scallions, sesame oil, vegetable oil","Red-braised pork belly in the Shanghai style is glossy, rich, and slightly sweet, with very tender layers of meat and fat."
Hunan Rice Noodles,Mǐfěn,Chinese,Hunan,Main Dish,Noodle Soup,Pork Dish,Non-Veg,Soup,Pork,3.1,Hot,1,7,1,1,9,6,5,1,4,2,4,5,3,,"rice noodles, broth, pork, chili, pickled vegetables, soy sauce, scallions, ginger, star anise",Hunan rice noodles are a common everyday meal served in broth or dry with spicy toppings and preserved vegetables.
Jianbing,Chinese Crepe||Jiānbing,Chinese,Tianjin,Snack,Crepe,Egg Dish,Veg,Snack,Egg,7.2,Mild,1,6,1,1,6,2,5,2,2,8,3,5,3,,"mung bean batter, egg, scallion, cilantro, crispy cracker, sauces, soy sauce, ginger, garlic, sesame oil, vegetable oil","Jianbing is a popular northern Chinese street breakfast made from a thin griddled batter with egg, herbs, sauce, and a crisp fritter or cracker folded inside."
Jianbing Guozi,Tianjin Jianbing||Guǒzi Jiānbing,Chinese,Tianjin,Snack,Crepe,Egg Dish,Veg,Snack,Egg,7.2,Mild,1,6,1,1,6,2,5,1,2,8,3,5,5,,"grain batter, egg, guozi cruller, scallion, fermented sauce, soy sauce, ginger, garlic, sesame oil, vegetable oil","Jianbing guozi is the Tianjin style of jianbing, distinguished by its crunchy fried dough or cracker center and savory-sweet sauce combination."
Jiaozi,Chinese Dumplings||Jiǎozi,Chinese,Northern Chinese,Snack,Dumpling,Pork Dish,Non-Veg,Snack,Pork,7.0,Mild,1,5,1,2,7,2,5,1,2,4,3,4,3,,"wheat wrappers, pork, cabbage, chive, ginger, soy sauce, flour wrapper, scallions, sesame oil","Jiaozi are classic Chinese dumplings with meat or vegetable fillings, boiled, steamed, or pan-fried, especially associated with northern Chinese cuisine."
Jiuzhuan Dachang,Braised Intestines in Brown Sauce,Chinese,Shandong,Main Dish,Braised Offal,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,6,1,1,9,2,5,1,5,2,3,5,4,,"pork intestines, soy sauce, vinegar, sugar, spices, ginger, garlic, scallions, sesame oil, vegetable oil",Jiuzhuan dachang is a highly regarded Shandong dish of carefully prepared pork intestines with layered sweet-sour-savory flavor.
Kung Pao Chicken,Gong Bao Chicken||Gōngbǎo Jīdīng,Chinese,Sichuan,Main Dish,Stir-Fry,Chicken Dish,Non-Veg,Main,Chicken,7.2,Very Hot,1,6,1,2,8,9,5,2,4,6,3,6,3,,"chicken, peanuts, dried chilies, Sichuan peppercorns, garlic, vegetable oil, ginger, soy sauce, shaoxing wine, cornstarch, scallions","Kung Pao chicken is the iconic Sichuan stir-fry with spicy chilies, numbing peppercorns, and crunchy peanuts."
La Rou,Hunan Smoked Pork,Chinese,Hunan,Main Dish,Smoked Meat,Pork Dish,Non-Veg,Main,Pork,5.3,Hot,1,6,1,2,9,6,6,1,4,5,3,6,3,,"cured pork, chili, garlic, leeks, soy sauce, ginger, scallions, sesame oil, vegetable oil","La rou is Hunan smoked or cured pork, often stir-fried with fresh chilies and seasonal vegetables."
Laziji,Chongqing Spicy Chicken,Chinese,Sichuan,Main Dish,Stir-Fry,Chicken Dish,Non-Veg,Main,Chicken,5.3,Very Hot,1,6,1,2,8,10,5,1,4,6,3,7,3,,"chicken, dried chili, Sichuan peppercorn, garlic, ginger, vegetable oil, soy sauce, shaoxing wine, cornstarch, scallions",Laziji is a Sichuan-Chongqing dry-fried chicken dish buried in dried chilies and peppercorns for an intense fragrant heat.
Lei Cha,Thunder Tea Rice,Chinese,Hakka,Main Dish,Rice Bowl,Beans Dish,Vegan,Soup,Beans,2.8,Mild,1,5,1,3,5,2,3,3,4,2,1,5,3,,"rice, tea-herb paste, peanuts, greens, tofu, beans, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Lei cha is a Hakka dish centered on rice and assorted vegetables served with a pounded herbal tea soup or paste.
Lion's Head Meatballs,Shīzitóu,Chinese,Jiangsu,Main Dish,Meatballs,Pork Dish,Non-Veg,Soup,Pork,6.7,Mild,1,7,1,2,9,2,7,1,5,1,3,5,3,,"large pork meatballs, cabbage, braised in broth, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil","Lion's head meatballs are oversized, tender pork meatballs braised with cabbage in a rich broth."
Lo Mai Gai,Sticky Rice in Lotus Leaf,Chinese,Cantonese,Snack,Wrapped Rice Dish,Chicken Dish,Non-Veg,Snack,Chicken,2.6,Mild,1,5,1,1,8,2,4,1,2,3,4,4,3,,"glutinous rice, chicken, sausage, mushroom, lotus leaf, jasmine rice, soy sauce, sesame oil, scallions, egg",Lo mai gai is a dim sum dish of savory sticky rice with meats and mushrooms steamed in a fragrant lotus leaf.
Longjing Shrimp,Lóngjǐng Xiāren,Chinese,Zhejiang,Main Dish,Seafood Stir-Fry,Shrimp Dish,Pescatarian,Main,Shrimp,3.1,Mild,1,6,1,3,8,2,4,3,4,2,3,5,3,,"shrimp, Longjing tea, egg white, rice wine, vegetable oil, garlic, ginger, soy sauce, shaoxing wine, cornstarch, scallions",Longjing shrimp is a refined Hangzhou dish perfumed with the region's famed Dragon Well tea.
Lotus Root in Chili Oil,Spicy Lotus Root,Chinese,Hunan,Side Dish,Vegetable Dish,Vegetable Dish,Vegan,Side,Vegetables,2.1,Medium,1,4,1,1,3,5,3,1,2,3,2,4,2,,"lotus root, chili oil, garlic, vinegar, soy sauce, ginger, scallions, sesame oil, vegetable oil",Spicy lotus root is a crisp Hunan-style side dish seasoned with chili and aromatics.
Luzhu Huoshao,Lǔzhǔ Huǒshāo,Chinese,Beijing,Main Dish,Stew,Pork Dish,Non-Veg,Soup,Pork,3.1,Mild,1,7,1,1,9,2,6,2,5,2,3,6,5,,"pork offal, tofu, bread pieces, garlic, fermented bean curd, soy sauce, ginger, scallions, sesame oil, vegetable oil","Luzhu huoshao is a hearty Beijing stew of pork offal, tofu, and soaked baked bread simmered in a savory broth."
Lychee Pork,Lìzhī Ròu,Chinese,Fujian,Main Dish,Sweet-Sour Pork,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,3,6,4,1,9,3,5,2,5,2,3,6,2,,"pork, vinegar, sugar, ketchup or tomato, garlic, red bean paste, glutinous rice flour",Lychee pork is a Fujian sweet-sour pork dish cut and shaped to resemble lychees.
Mahua,Tianjin Fried Dough Twist,Chinese,Tianjin,Snack,Fried Pastry,Wheat Dish,Vegan,Snack,Wheat,3.7,Mild,7,2,1,1,2,1,7,1,2,8,3,4,3,,"wheat flour, sugar, sesame, oil, soy sauce, ginger, garlic, scallions","Mahua is a twisted fried dough pastry from northern China, especially associated with Tianjin, with a crisp texture and lightly sweet flavor."
Mango Pudding,Hong Kong Mango Pudding,Chinese,Cantonese,Dessert,Custard,Milk Dish,Veg,Dessert,Milk,5.9,Low,9,1,1,1,1,1,6,1,7,1,1,4,3,,"mango, milk, gelatin, sugar, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil","Mango pudding is a chilled Cantonese dessert, especially popular in Hong Kong style dining, with a smooth fruity custard texture."
Mantou,Chinese Steamed Buns||Mántou,Chinese,Northern Chinese,Bread,Steamed Bread,Wheat Dish,Vegan,Side,Wheat,5.6,Low,1,4,1,1,2,1,2,1,2,1,4,3,3,,"wheat flour, yeast, water, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Mantou are plain steamed wheat buns widely eaten in northern China as a staple accompaniment to savory dishes.
Maocai,Málà Cài,Chinese,Sichuan,Main Dish,Spicy Broth,Bean Dish,Non-Veg,Soup,Beans,3.1,Very Hot,1,6,1,1,9,9,5,2,5,2,3,5,3,,"broth, vegetables, meats, chili, peppercorn, bean paste, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Maocai is a Sichuan one-bowl mala dish where assorted ingredients are cooked in a deeply spiced broth.
Mapo Tofu,Mápó Dòufu,Chinese,Sichuan,Main Dish,Tofu Stew,Pork Dish,Non-Veg,Soup,Pork,9.6,Very Hot,1,6,1,1,10,10,6,2,7,1,1,7,5,,"tofu, minced pork, doubanjiang, fermented black beans, Sichuan peppercorns, chili oil, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil","Mapo tofu is a classic Sichuan dish of silky tofu in a spicy, numbing sauce with chili bean paste and minced meat."
Milk Soup with Fish,Nǎitāng Púcài,Chinese,Shandong,Soup,Creamy Soup,Fish Dish,Pescatarian,Soup,Fish,5.9,Medium,1,7,1,1,9,3,5,1,5,1,1,6,3,,"fish broth, greens, ginger, white pepper, scallions, soy sauce, sesame oil",Shandong cuisine is famous for clear and milky soups; this style emphasizes delicacy and stock-making skill.
Mock Duck,Sù Yā,Chinese,Chinese Buddhist,Main Dish,Gluten Dish,Gluten Dish,Non-Veg,Main,Gluten,5.3,Mild,1,6,1,1,9,2,5,1,5,2,3,5,3,,"wheat gluten, mushroom, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Mock duck is a Buddhist-style vegetarian preparation made from seasoned wheat gluten.
Mongolian Hot Pot,Beijing Instant-Boiled Mutton,Chinese,Beijing,Main Dish,Hot Pot,Lamb Dish,Non-Veg,Main,Lamb,7.3,Medium,1,6,1,2,9,4,5,2,5,1,1,5,3,,"thin-sliced mutton, napa cabbage, tofu, vermicelli, sesame sauce, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Mongolian hot pot in the Beijing style centers on thinly sliced mutton cooked in a communal pot and eaten with sesame-rich dipping sauce.
Mooncake,Yuèbǐng,Chinese,Cantonese,Dessert,Pastry,Egg Dish,Veg,Dessert,Egg,3.8,Low,9,1,1,1,1,1,5,2,4,1,1,2,3,,"wheat pastry, lotus seed paste, red bean paste, salted egg yolk, soy sauce, ginger, garlic, scallions, sesame oil, vegetable oil",Mooncakes are rich festival pastries associated with the Mid-Autumn Festival and filled with sweet pastes or savory egg yolk centers.
